1	0
2	-80
3	-80
4	0
5	400
6	960
7	1520
8	1920
9	2320
10	2720
11	2960
12	3120
13	3200
14	3280
15	2960
16	2400
17	1680
18	1200
19	560
20	80
21	-240
22	-480
23	-560
24	-480
25	-480
26	-480
27	-400
28	-160
29	80
30	240
31	320
32	320
33	160
34	80
35	0
36	-80
37	-160
38	-240
39	-240
40	-240
41	-240
42	-240

